ClassID,SessionID,Q1a,Q1b,Q1c,Q1d,Q1e,Q1f,Q1g,Q1h,Q1i,Q1j,Q1k,Q1l,Q1m,Q1n,Q1o,Q1p,Q2a,Q2b,Q2c,Q2d,Q2e,Q2f,Q2g,Q2h,Q2i,Q2j,Q2k,Q2l,Q2m,Q2n,Q2o,Q2p,Q3a,Q3b,Q3c,Q3d,Q3e,Q3f,Q3g,Q3h,Q3i,Q3j,Q3k,Q3l,Q3m,Q3n,Q3o,Q3p,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q4k,Q4l,Q4m,Q4n,Q4o,Q4p,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5l,Q5m,Q5n,Q5o,Q5p,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,Q6g,Q6h,Q6i,Q6j,Q6k,Q6l,Q6m,Q6n,Q6o,Q6p,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q7j,Q7k,Q7l,Q7m,Q7n,Q7o,Q7p,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q8l,Q8m,Q8n,Q8o,Q8p
C-010-17,TM-08,TM-08_Q1a.JPG,TM-08_Q1b.jpg,TM-08_Q1c.jpg,TM-08_Q1d.jpg,TM-08_Q1e.png,TM-08_Q1f.png,TM-08_Q1g.png,TM-08_Q1h.png,TM-08_Q1i.jpeg,TM-08_Q1j.jpg,TM-08_Q1k.jpg,TM-08_Q1l.jpg,TM-08_Q1m.jpeg,TM-08_Q1n.jpg,TM-08_Q1o.jpg,TM-08_Q1p.jpg,TM-08_Q2a.JPG,TM-08_Q2b.jpg,TM-08_Q2c.jpg,TM-08_Q2d.jpg,TM-08_Q2e.png,TM-08_Q2f.png,TM-08_Q2g.png,TM-08_Q2h.png,TM-08_Q2i.jpeg,TM-08_Q2j.jpg,TM-08_Q2k.jpg,TM-08_Q2l.jpg,TM-08_Q2m.jpeg,TM-08_Q2n.jpg,TM-08_Q2o.jpg,TM-08_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-010-18,TM-09,TM-09_Q1a.JPG,TM-09_Q1b.jpg,TM-09_Q1c.jpg,TM-09_Q1d.jpg,TM-09_Q1e.png,TM-09_Q1f.png,TM-09_Q1g.png,TM-09_Q1h.png,TM-09_Q1i.jpeg,TM-09_Q1j.jpg,TM-09_Q1k.jpg,TM-09_Q1l.jpg,TM-09_Q1m.jpeg,TM-09_Q1n.jpg,TM-09_Q1o.jpg,TM-09_Q1p.jpg,TM-09_Q2a.JPG,TM-09_Q2b.jpg,TM-09_Q2c.jpg,TM-09_Q2d.jpg,TM-09_Q2e.png,TM-09_Q2f.png,TM-09_Q2g.png,TM-09_Q2h.png,TM-09_Q2i.jpeg,TM-09_Q2j.jpg,TM-09_Q2k.jpg,TM-09_Q2l.jpg,TM-09_Q2m.jpeg,TM-09_Q2n.jpg,TM-09_Q2o.jpg,TM-09_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-010-21,TM-10,TM-10_Q1a.JPG,TM-10_Q1b.jpg,TM-10_Q1c.jpg,TM-10_Q1d.jpg,TM-10_Q1e.png,TM-10_Q1f.png,TM-10_Q1g.png,TM-10_Q1h.png,TM-10_Q1i.jpeg,TM-10_Q1j.jpg,TM-10_Q1k.jpg,TM-10_Q1l.jpg,TM-10_Q1m.jpeg,TM-10_Q1n.jpg,TM-10_Q1o.jpg,TM-10_Q1p.jpg,TM-10_Q2a.JPG,TM-10_Q2b.jpg,TM-10_Q2c.jpg,TM-10_Q2d.jpg,TM-10_Q2e.png,TM-10_Q2f.png,TM-10_Q2g.png,TM-10_Q2h.png,TM-10_Q2i.jpeg,TM-10_Q2j.jpg,TM-10_Q2k.jpg,TM-10_Q2l.jpg,TM-10_Q2m.jpeg,TM-10_Q2n.jpg,TM-10_Q2o.jpg,TM-10_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-011-07,TM-11,TM-11_Q1a.JPG,TM-11_Q1b.jpg,TM-11_Q1c.jpg,TM-11_Q1d.jpg,TM-11_Q1e.png,TM-11_Q1f.png,TM-11_Q1g.png,TM-11_Q1h.png,TM-11_Q1i.jpeg,TM-11_Q1j.jpg,TM-11_Q1k.jpg,TM-11_Q1l.jpg,TM-11_Q1m.jpeg,TM-11_Q1n.jpg,TM-11_Q1o.jpg,TM-11_Q1p.jpg,TM-11_Q2a.JPG,TM-11_Q2b.jpg,TM-11_Q2c.jpg,TM-11_Q2d.jpg,TM-11_Q2e.png,TM-11_Q2f.png,TM-11_Q2g.png,TM-11_Q2h.png,TM-11_Q2i.jpeg,TM-11_Q2j.jpg,TM-11_Q2k.jpg,TM-11_Q2l.jpg,TM-11_Q2m.jpeg,TM-11_Q2n.jpg,TM-11_Q2o.jpg,TM-11_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-011-08,TM-12,TM-12_Q1a.JPG,TM-12_Q1b.jpg,TM-12_Q1c.jpg,TM-12_Q1d.jpg,TM-12_Q1e.png,TM-12_Q1f.png,TM-12_Q1g.png,TM-12_Q1h.png,TM-12_Q1i.jpeg,TM-12_Q1j.jpg,TM-12_Q1k.jpg,TM-12_Q1l.jpg,TM-12_Q1m.jpeg,TM-12_Q1n.jpg,TM-12_Q1o.jpg,TM-12_Q1p.jpg,TM-12_Q2a.JPG,TM-12_Q2b.jpg,TM-12_Q2c.jpg,TM-12_Q2d.jpg,TM-12_Q2e.png,TM-12_Q2f.png,TM-12_Q2g.png,TM-12_Q2h.png,TM-12_Q2i.jpeg,TM-12_Q2j.jpg,TM-12_Q2k.jpg,TM-12_Q2l.jpg,TM-12_Q2m.jpeg,TM-12_Q2n.jpg,TM-12_Q2o.jpg,TM-12_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-011-09,TM-11,TM-11_Q1a.JPG,TM-11_Q1b.jpg,TM-11_Q1c.jpg,TM-11_Q1d.jpg,TM-11_Q1e.png,TM-11_Q1f.png,TM-11_Q1g.png,TM-11_Q1h.png,TM-11_Q1i.jpeg,TM-11_Q1j.jpg,TM-11_Q1k.jpg,TM-11_Q1l.jpg,TM-11_Q1m.jpeg,TM-11_Q1n.jpg,TM-11_Q1o.jpg,TM-11_Q1p.jpg,TM-11_Q2a.JPG,TM-11_Q2b.jpg,TM-11_Q2c.jpg,TM-11_Q2d.jpg,TM-11_Q2e.png,TM-11_Q2f.png,TM-11_Q2g.png,TM-11_Q2h.png,TM-11_Q2i.jpeg,TM-11_Q2j.jpg,TM-11_Q2k.jpg,TM-11_Q2l.jpg,TM-11_Q2m.jpeg,TM-11_Q2n.jpg,TM-11_Q2o.jpg,TM-11_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-011-10,TM-12,TM-12_Q1a.JPG,TM-12_Q1b.jpg,TM-12_Q1c.jpg,TM-12_Q1d.jpg,TM-12_Q1e.png,TM-12_Q1f.png,TM-12_Q1g.png,TM-12_Q1h.png,TM-12_Q1i.jpeg,TM-12_Q1j.jpg,TM-12_Q1k.jpg,TM-12_Q1l.jpg,TM-12_Q1m.jpeg,TM-12_Q1n.jpg,TM-12_Q1o.jpg,TM-12_Q1p.jpg,TM-12_Q2a.JPG,TM-12_Q2b.jpg,TM-12_Q2c.jpg,TM-12_Q2d.jpg,TM-12_Q2e.png,TM-12_Q2f.png,TM-12_Q2g.png,TM-12_Q2h.png,TM-12_Q2i.jpeg,TM-12_Q2j.jpg,TM-12_Q2k.jpg,TM-12_Q2l.jpg,TM-12_Q2m.jpeg,TM-12_Q2n.jpg,TM-12_Q2o.jpg,TM-12_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-015-03,TM-13,TM-13_Q1a.JPG,TM-13_Q1b.jpg,TM-13_Q1c.jpg,TM-13_Q1d.jpg,TM-13_Q1e.png,TM-13_Q1f.png,TM-13_Q1g.png,TM-13_Q1h.png,TM-13_Q1i.jpeg,TM-13_Q1j.jpg,TM-13_Q1k.jpg,TM-13_Q1l.jpg,TM-13_Q1m.jpeg,TM-13_Q1n.jpg,TM-13_Q1o.jpg,TM-13_Q1p.jpg,TM-13_Q2a.JPG,TM-13_Q2b.jpg,TM-13_Q2c.jpg,TM-13_Q2d.jpg,TM-13_Q2e.png,TM-13_Q2f.png,TM-13_Q2g.png,TM-13_Q2h.png,TM-13_Q2i.jpeg,TM-13_Q2j.jpg,TM-13_Q2k.jpg,TM-13_Q2l.jpg,TM-13_Q2m.jpeg,TM-13_Q2n.jpg,TM-13_Q2o.jpg,TM-13_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-017-03,TM-14,TM-14_Q1a.JPG,TM-14_Q1b.jpg,TM-14_Q1c.jpg,TM-14_Q1d.jpg,TM-14_Q1e.png,TM-14_Q1f.png,TM-14_Q1g.png,TM-14_Q1h.png,TM-14_Q1i.jpeg,TM-14_Q1j.jpg,TM-14_Q1k.jpg,TM-14_Q1l.jpg,TM-14_Q1m.jpeg,TM-14_Q1n.jpg,TM-14_Q1o.jpg,TM-14_Q1p.jpg,TM-14_Q2a.JPG,TM-14_Q2b.jpg,TM-14_Q2c.jpg,TM-14_Q2d.jpg,TM-14_Q2e.png,TM-14_Q2f.png,TM-14_Q2g.png,TM-14_Q2h.png,TM-14_Q2i.jpeg,TM-14_Q2j.jpg,TM-14_Q2k.jpg,TM-14_Q2l.jpg,TM-14_Q2m.jpeg,TM-14_Q2n.jpg,TM-14_Q2o.jpg,TM-14_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-018-03,TM-15,TM-15_Q1a.JPG,TM-15_Q1b.jpg,TM-15_Q1c.jpg,TM-15_Q1d.jpg,TM-15_Q1e.png,TM-15_Q1f.png,TM-15_Q1g.png,TM-15_Q1h.png,TM-15_Q1i.jpeg,TM-15_Q1j.jpg,TM-15_Q1k.jpg,TM-15_Q1l.jpg,TM-15_Q1m.jpeg,TM-15_Q1n.jpg,TM-15_Q1o.jpg,TM-15_Q1p.jpg,TM-15_Q2a.JPG,TM-15_Q2b.jpg,TM-15_Q2c.jpg,TM-15_Q2d.jpg,TM-15_Q2e.png,TM-15_Q2f.png,TM-15_Q2g.png,TM-15_Q2h.png,TM-15_Q2i.jpeg,TM-15_Q2j.jpg,TM-15_Q2k.jpg,TM-15_Q2l.jpg,TM-15_Q2m.jpeg,TM-15_Q2n.jpg,TM-15_Q2o.jpg,TM-15_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-020-03,TM-16,TM-16_Q1a.JPG,TM-16_Q1b.jpg,TM-16_Q1c.jpg,TM-16_Q1d.jpg,TM-16_Q1e.png,TM-16_Q1f.png,TM-16_Q1g.png,TM-16_Q1h.png,TM-16_Q1i.jpeg,TM-16_Q1j.jpg,TM-16_Q1k.jpg,TM-16_Q1l.jpg,TM-16_Q1m.jpeg,TM-16_Q1n.jpg,TM-16_Q1o.jpg,TM-16_Q1p.jpg,TM-16_Q2a.JPG,TM-16_Q2b.jpg,TM-16_Q2c.jpg,TM-16_Q2d.jpg,TM-16_Q2e.png,TM-16_Q2f.png,TM-16_Q2g.png,TM-16_Q2h.png,TM-16_Q2i.jpeg,TM-16_Q2j.jpg,TM-16_Q2k.jpg,TM-16_Q2l.jpg,TM-16_Q2m.jpeg,TM-16_Q2n.jpg,TM-16_Q2o.jpg,TM-16_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-021-03,TM-17,TM-17_Q1a.JPG,TM-17_Q1b.jpg,TM-17_Q1c.jpg,TM-17_Q1d.jpg,TM-17_Q1e.png,TM-17_Q1f.png,TM-17_Q1g.png,TM-17_Q1h.png,TM-17_Q1i.jpeg,TM-17_Q1j.jpg,TM-17_Q1k.jpg,TM-17_Q1l.jpg,TM-17_Q1m.jpeg,TM-17_Q1n.jpg,TM-17_Q1o.jpg,TM-17_Q1p.jpg,TM-17_Q2a.JPG,TM-17_Q2b.jpg,TM-17_Q2c.jpg,TM-17_Q2d.jpg,TM-17_Q2e.png,TM-17_Q2f.png,TM-17_Q2g.png,TM-17_Q2h.png,TM-17_Q2i.jpeg,TM-17_Q2j.jpg,TM-17_Q2k.jpg,TM-17_Q2l.jpg,TM-17_Q2m.jpeg,TM-17_Q2n.jpg,TM-17_Q2o.jpg,TM-17_Q2p.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
